,Latitude,Longitude
parada_EM_Monsenhor_Mota,-5.177328000000001,-37.349224
parada_Farmacia_do_Trabalhador_Santo_Antonio,-5.179214681487759,-37.3500173538903
parada_Igreja_Adventista_do_Setimo_Dia_Abolicao_Ida,-5.155058400000005,-37.36259999999999
parada_Igreja_Adventista_do_Setimo_Dia_Abolicao_Volta,-5.154896700000008,-37.362567999999996
parada_Igreja_de_Nossa_Senhora_de_Fatima_Abolicao_Ida,-5.1743389488000915,-37.3532728850863
parada_Igreja_de_Nossa_Senhora_de_Fatima_Abolicao_Volta,-5.173740582081864,-37.353433817622665
parada_Igreja_de_Sao_Francisco_de_Assis_Abolicao_Ida,-5.164331400000003,-37.359077
parada_Igreja_de_Sao_Francisco_de_Assis_Abolicao_Volta,-5.1644870000000065,-37.359165
parada_Igreja_de_Sao_Pedro_Ida,-5.151506400000007,-37.364726999999995
parada_Igreja_de_Sao_Pedro_Volta,-5.151384400000002,-37.364677
parada_Igreja_Evangelica_Avivamento_Biblico_Abolicao_III_Ida,-5.1513734,-37.362266999999996
parada_Igreja_Evangelica_Avivamento_Biblico_Abolicao_III_Volta,-5.151314700000004,-37.36242
parada_Igreja_Universal_do_Reino_de_Deus_Abolicao_Ida,-5.1503444,-37.36298
parada_Igreja_Universal_do_Reino_de_Deus_Abolicao_Volta,-5.150284000000006,-37.363144
parada_Igreja_Universal_Integracao_Ida,-5.140423000000006,-37.35475999999999
parada_Igreja_Universal_Integracao_Volta,-5.140602600000004,-37.35472
parada_Mater_Christi,-5.182086945259909,-37.35026881098735
parada_Olinda_Pneus_Santo_Antonio_Ida,-5.181329000000002,-37.348965
parada_Olinda_Pneus_Santo_Antonio_Volta,-5.182337,-37.34966
parada_Praca_Abolicao_V_Ida0,-5.139907902661155,-37.36641168594298
parada_Praca_Abolicao_V_Ida1,-5.1406198,-37.365753
parada_SESC_Ida,-5.180935637193045,-37.352050468328635
parada_SESC_Volta,-5.180854164039743,-37.35201157629842
parada_Supermercado_Queiroz_Santa_Delmira_Ida,-5.149952400000007,-37.360657
parada_Supermercado_Queiroz_Santa_Delmira_Volta,-5.149968600000004,-37.360817
parada_Ida_Linha3,-5.165582436597109,-37.34340101480403
parada_Avenida_Alberto_Maranhao_Norte_Ida0,-5.168844104619541,-37.33080804348328
parada_Avenida_Alberto_Maranhao_Norte_Volta0,-5.174376346701192,-37.33401596546042
parada_Avenida_Alberto_Maranhao_Norte_Ida1,-5.174304000000009,-37.334026
parada_Avenida_Alberto_Maranhao_Norte_Volta1,-5.168934999999999,-37.330788
parada_Avenida_Rio_Branco_Norte_Ida0,-5.165189700000005,-37.344494
parada_Avenida_Rio_Branco_Norte_Volta0,-5.1650561871934695,-37.34425663947785
parada_Rua_Celso_Rego_Volta0,-5.150134000000013,-37.346756
parada_Rua_Celso_Rego_Volta1,-5.1504973999999955,-37.34549
parada_Rua_Delfim_Moreira_Volta0,-5.183204860711807,-37.335300743579516
parada_Rua_Jeronimo_Rosado_de_Souza_Ida0,-5.167553864489225,-37.33919799327863
parada_Rua_Joao_Cordeiro_Ida0,-5.173060740640446,-37.33941994607256
parada_Rua_Joao_Cordeiro_Volta0,-5.1771784,-37.33316799999999
parada_Rua_Joao_Cordeiro_Ida1,-5.174111890068663,-37.337851524354534
parada_Rua_Joao_Cordeiro_Volta1,-5.176233000000001,-37.33461
parada_Rua_Joao_Cordeiro_Ida2,-5.176093976483048,-37.33496010303463
parada_Rua_Joao_Cordeiro_Ida3,-5.177253307163603,-37.33317106961756
parada_Rua_Jose_Dutra_de_Souza_Ida0,-5.166159440519853,-37.33800441026767
parada_Rua_Marechal_Deodoro_Volta0,-5.186616026582095,-37.33612418175145
parada_Rua_Melo_Franco_Ida0,-5.16800264396616,-37.33370482921866
parada_Rua_Melo_Franco_Volta0,-5.172543846956962,-37.33639508485913
parada_Rua_Melo_Franco_Ida1,-5.17048428186547,-37.335231006142294
parada_Rua_Melo_Franco_Volta1,-5.170519008700758,-37.33516663312955
parada_Rua_Melo_Franco_Ida2,-5.172581244964146,-37.336497008798226
parada_Rua_Melo_Franco_Volta2,-5.168044049197583,-37.33367666601941
parada_Rua_Orlando_Dantas_Volta0,-5.172997965463595,-37.33738213777517
parada_Rua_Orlando_Dantas_Volta1,-5.17235151430728,-37.33841747045751
parada_Rua_Seis_de_Janeiro_Ida0,-5.165959619005173,-37.33563654887052
parada_Rua_Seis_de_Janeiro_Volta0,-5.169453161167292,-37.33763158321192
parada_Rua_Seis_de_Janeiro_Ida1,-5.167353600000003,-37.33643
parada_Rua_Seis_de_Janeiro_Volta1,-5.167524480103786,-37.336459457871875
parada_Rua_Seis_de_Janeiro_Ida2,-5.169439804667862,-37.33773618936774
parada_Rua_Seis_de_Janeiro_Volta2,-5.1662050000000095,-37.335727999999996
parada_Rua_Tabeliao_Aoem_Menescal_Ida0,-5.165642541194855,-37.33643934130483
parada_Rua_Tabeliao_Aoem_Menescal_Volta0,-5.165645212517932,-37.33628377318394
parada_Rua_Venceslau_Braz_Ida0,-5.178428663297862,-37.33272045851036
parada_Rua_Venceslau_Braz_Volta0,-5.181810399999999,-37.334763
parada_Rua_Venceslau_Braz_Ida1,-5.181815813737909,-37.33490109443737
parada_Rua_Venceslau_Braz_Volta1,-5.178402000000005,-37.332603
parada_Rua_Venceslau_Braz_Ida2,-5.184850343187885,-37.336832284927624
parada_Rua_Vivaldo_Dantas_de_Farias_Ida0,-5.172079042967689,-37.340008020402884
parada_Rua_Zeca_Cirilino_Ida0,-5.166180811024095,-37.33441561460257
parada_Rua_Zeca_Cirilino_Volta0,-5.167695499999992,-37.332015999999996
parada_Rua_Zeca_Cirilino_Ida1,-5.166936792189379,-37.333228737119946
parada_Rua_Zeca_Cirilino_Ida2,-5.167731506399051,-37.33206197619538
parada_3_Coracoes_Ida,-5.1244454,-37.34273999999999
parada_3_Coracoes_Volta,-5.12470200000001,-37.34268599999999
parada_Comercial_Gerdau_Ida,-5.147839000000007,-37.34776999999999
parada_Comercial_Gerdau_Volta,-5.148221318630444,-37.347657680511205
parada_EBS_Perfuracoes_Volta,-5.131947000000005,-37.344249999999995
parada_EM_Raimunda_Nogueira_do_Couto_Ida,-5.164624769208839,-37.338756769898524
parada_EM_Raimunda_Nogueira_do_Couto_Volta,-5.164729999999998,-37.338467
parada_Igreja_Universal_do_Reino_de_Deus_Barrocas_Ida,-5.171207534571259,-37.332234978675565
parada_Igreja_Universal_do_Reino_de_Deus_Barrocas_Volta,-5.171304368899761,-37.33218133449378
parada_Jodiesel_Volta,-5.140591600000001,-37.345963
parada_Lateral_Quadra_de_Esportes_CPP_Volta,-5.184310753626325,-37.334734797476536
parada_Lonam_Freios_Pecas_e_Servicos_Volta,-5.149806118010526,-37.34797686338517
parada_Posto_De_Molas_Scooby_Volta,-5.145518000000003,-37.347122
parada_Posto_Fan_Santo_Antonio_Ida,-5.162059000000002,-37.345974
parada_Posto_Fan_Santo_Antonio_Volta,-5.160958300000005,-37.34622999999999
parada_Posto_Salinas_SP_Combustiveis_Ida,-5.131749000000009,-37.344307
parada_Primeira_Igreja_Metodista_Wesleyana_Ida,-5.1686196000000075,-37.33721
parada_Primeira_Igreja_Metodista_Wesleyana_Volta,-5.1687612942585766,-37.33723595738138
parada_UBS_Joaquim_Saldanha_Ida,-5.162637304245919,-37.34171256423117
parada_UBS_Joaquim_Saldanha_Volta,-5.162657300000004,-37.341595
parada_UPA_Conchecita_Ciarlini_Ida,-5.170898332453366,-37.33863204717566
parada_UPA_Conchecita_Ciarlini_Volta,-5.170954429609137,-37.33858108520161
parada_Ida_Volta_Linha5,-5.208883647852396,-37.29458615184269
parada_Avenida_Doutor_Epitacio_Carvalho_Ida0,-5.2019730000000015,-37.301334
parada_Avenida_Doutor_Epitacio_Carvalho_Volta0,-5.2035246,-37.302345
parada_Avenida_Doutor_Epitacio_Carvalho_Ida1,-5.203394000000007,-37.30239
parada_Avenida_Doutor_Epitacio_Carvalho_Volta1,-5.2019092825086455,-37.301229983571794
parada_Avenida_Francisco_Mota_Ida0,-5.196541559565968,-37.31690347194805
parada_Avenida_Francisco_Mota_Volta0,-5.197071000000005,-37.31686
parada_Avenida_Francisco_Mota_Ida1,-5.19901039726549,-37.3202696442628
parada_Avenida_Francisco_Mota_Ida2,-5.200140302985237,-37.32177570461939
parada_Avenida_Joaquim_da_Silveira_Borges_Ida0,-5.199499599999999,-37.311035
parada_Avenida_Joaquim_da_Silveira_Borges_Volta0,-5.1969533000000006,-37.30949
parada_Avenida_Joaquim_da_Silveira_Borges_Ida1,-5.196853000000006,-37.309295999999996
parada_Avenida_Joaquim_da_Silveira_Borges_Volta1,-5.199327999999999,-37.31106
parada_Avenida_Luiz_Marques_Volta0,-5.2079023999999965,-37.29397999999999
parada_Rua_Andre_Pedro_Fernandes_Ida0,-5.201869000000011,-37.308474999999994
parada_Rua_Andre_Pedro_Fernandes_Volta0,-5.200097599999997,-37.311306
parada_Rua_Andre_Pedro_Fernandes_Ida1,-5.200560000000001,-37.310402
parada_Rua_Andre_Pedro_Fernandes_Volta1,-5.200546300000002,-37.31062
parada_Rua_Andre_Pedro_Fernandes_Ida2,-5.200048999999998,-37.311153
parada_Rua_Andre_Pedro_Fernandes_Volta2,-5.201785600000009,-37.308792
parada_Rua_Francisco_Bandeira_Sobrinho_Ida0,-5.203378000000008,-37.298405
parada_Rua_Francisco_Bandeira_Sobrinho_Volta0,-5.202086000000002,-37.300465
parada_Rua_Francisco_Bandeira_Sobrinho_Ida1,-5.201926000000007,-37.300532999999994
parada_Rua_Francisco_Bandeira_Sobrinho_Volta1,-5.2033772,-37.298622
parada_Rua_Hamilton_Freire_de_Andrade_Volta0,-5.206047500000003,-37.295899999999996
parada_Rua_Hamilton_Freire_de_Andrade_Volta1,-5.207155000000007,-37.29429199999999
parada_Rua_Joao_Falcao_Ida0,-5.19611900000001,-37.30902
parada_Rua_Joao_Falcao_Volta0,-5.196053500000002,-37.309277
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida0,-5.204464400000009,-37.304114999999996
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta0,-5.202962999999994,-37.306515
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida1,-5.203527000000002,-37.305504
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta1,-5.203484500000008,-37.30573699999999
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida2,-5.203008999999999,-37.306267
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta2,-5.204451600000004,-37.304306
parada_Rua_Rosemiro_Fontes_Carneiro_Ida0,-5.207622999999996,-37.29640199999999
parada_Assembleia_de_Deus_Arraial_1,-5.197079135273438,-37.317692041401386
parada_Bioforma_Academia_Ida,-5.204557400000008,-37.30315999999999
parada_Bioforma_Academia_Volta,-5.204740500000002,-37.303127
parada_Delegacia,-5.2088519999999985,-37.33291
parada_EE_Jeronimo_Vingt_Rosado_Maia,-5.205873942231137,-37.297551333902426
parada_EE_Jose_de_Freitas_Nobre,-5.199515249009596,-37.32098579407117
parada_Estacao_Fitness,-5.207817000000002,-37.331649999999996
parada_Igreja_Sagrada_Familia_Ida,-5.204986600000006,-37.296912999999996
parada_Igreja_Sagrada_Familia_Volta,-5.205042000000001,-37.29708
parada_Leite_Do_Sertao_Ida,-5.195358800000011,-37.31007799999999
parada_Leite_Do_Sertao_Volta,-5.195516600000004,-37.30999799999999
parada_Pizzaria_Do_Louro_Ida,-5.198352999999998,-37.310249999999996
parada_Pizzaria_Do_Louro_Volta,-5.198328579650863,-37.3103300482036
parada_Praca_do_Vingt_Rosado,-5.20240300000001,-37.30754000000001
parada_Residencial_Vingt_Un_Rosado_Ida,-5.205992140396091,-37.329204753037665
parada_Residencial_Vingt_Un_Rosado_Volta,-5.2060400000000016,-37.329163
parada_Salao_do_Reino_das_Testemunhas_de_Jeova_Vingt_Rosado,-5.206772999999999,-37.297656999999994
parada_Tenda_Restaurante,-5.2012207901244,-37.322622612122544
parada_UBS_Vingt_Rosado,-5.202430000000001,-37.30772999999999
parada_Avenida_Rio_Branco_Sul0,-5.196101481727309,-37.35046327113845
parada_Avenida_Rio_Branco_Sul1,-5.197025711628622,-37.35124111175184
parada_Avenida_Rio_Branco_Sul2,-5.198040760239526,-37.35207527875475
parada_Avenida_Cunha_da_Mota0,-5.200912270502512,-37.347252666953565
parada_Avenida_Cunha_da_Mota1,-5.199109230705021,-37.34607785940578
parada_Alameda_das_Carnaubeiras_Ida0,-5.210509697591811,-37.32010535896227
parada_Alameda_das_Carnaubeiras_Volta0,-5.210831568128522,-37.3194991797252
parada_Alameda_das_Carnaubeiras_Ida1,-5.210881000000004,-37.319571999999994
parada_Alameda_das_Carnaubeiras_Volta1,-5.210482986340216,-37.32008859515041
parada_Alameda_das_Chacaras_Ida0,-5.213880648898852,-37.31761962175643
parada_Alameda_das_Chacaras_Volta0,-5.213947426677891,-37.317667901513744
parada_Rua_Coelho_Neto_Ida1,-5.200442145068089,-37.35141813755262
parada_Rua_Coelho_Neto_Ida2,-5.20102980180402,-37.3505008220648
parada_Rua_Coelho_Neto_Ida3,-5.2018632049618025,-37.34923213720114
