,Acessibilidade da parada,Latitude,Longitude
parada_Rua_Seis_de_Janeiro_Ida0,5050259,-5.165959619005173,-37.33563654887052
parada_EM_Raimunda_Nogueira_do_Couto_Volta,5051485,-5.164729999999998,-37.338467
parada_ASSUFERSA_Volta,5056572,-5.213109000000003,-37.31629
parada_Rua_Zeca_Medeiros_Ida1,5062408,-5.207266942898015,-37.36066102981405
parada_Rua_Zeca_Medeiros_Volta0,5063708,-5.207232000000008,-37.360764
parada_Leite_Do_Sertao_Ida,5063792,-5.195358800000011,-37.31007799999999
parada_Leite_Do_Sertao_Volta,5074630,-5.195516600000004,-37.30999799999999
parada_UNIRB_Volta,5088748,-5.1918061989621656,-37.310063838955
parada_Rua_Vicente_Martins_Ida1,5089608,-5.212667963273296,-37.36184120178631
parada_Residencial_Celina_Guimaraes_Lateral_Volta1,5090649,-5.196544898549822,-37.37648606299958
parada_Rua_Gilberto_Mercelino_Sobrinho_Volta0,5091850,-5.1842372946152375,-37.3667952418297
parada_Residencial_Celina_Guimaraes_Lateral_Ida0,5091967,-5.196591644286145,-37.37653568386976
parada_Rua_Dom_Helder_Camara_Ida0,5098778,-5.212005526074299,-37.361342310903815
parada_UNIRB_Ida,5100306,-5.19161387217658,-37.310010194782194
parada_Avenida_Presidente_Costa_e_Silva_Volta2,5103476,-5.160725600000006,-37.358383
parada_Avenida_Alberto_Maranhao_Sul_Volta2,5107500,-5.2089924964942576,-37.35537976026448
parada_Rua_Zeca_Medeiros_Ida0,5109640,-5.209270294146468,-37.36163198947466
parada_Avenida_Presidente_Costa_e_Silva_Ida6,5109886,-5.160707499999997,-37.358547
parada_Rua_Zeca_Medeiros_Volta1,5114304,-5.209150999999999,-37.36165999999999
parada_Rua_Tabeliao_Aoem_Menescal_Volta0,5122840,-5.165645212517932,-37.33628377318394
parada_Alameda_das_Chacaras_Volta0,5124079,-5.213947426677891,-37.317667901513744
parada_Alameda_das_Chacaras_Ida0,5124257,-5.213880648898852,-37.31761962175643
parada_Rua_Vicente_Martins_Volta0,5125616,-5.21280200000001,-37.361843
parada_Rua_Joao_Falcao_Volta0,5136365,-5.196053500000002,-37.309277
parada_Rua_Joao_Falcao_Ida0,5153228,-5.19611900000001,-37.30902
parada_Rua_dos_Cajueiros_Ida0,5158214,-5.213688996642331,-37.315824553367456
parada_Rua_dos_Cajueiros_Volta0,5161091,-5.213783000000008,-37.315845
parada_Avenida_Santa_Luzia_Ida0,5162565,-5.1545153,-37.353184
parada_Avenida_Santa_Luzia_Volta7,5171770,-5.154718000000004,-37.353264
parada_Avenida_Presidente_Costa_e_Silva_Volta3,5177439,-5.159631000000005,-37.359173
parada_Avenida_Presidente_Costa_e_Silva_Ida5,5181446,-5.159606999999999,-37.35933299999999
parada_Fabrica_de_jarros_Sol_Nascente,5181664,-5.217763000000008,-37.328217
parada_Supermercado_Reboucas_Belo_Horizonte_Ida,5193090,-5.210445590580708,-37.362055778504455
parada_Supermercado_Reboucas_Belo_Horizonte_Volta,5193550,-5.210543000000008,-37.36223
parada_Rua_Dom_Helder_Camara_Volta0,5199139,-5.211944090333957,-37.36154347658326
parada_Avenida_Sao_Jeronimo_Volta0,5200897,-5.152775000000007,-37.352417
parada_Multmoveis_Ida,5201985,-5.212262999999997,-37.357635
parada_Sun_Ville,5206334,-5.172691000000003,-37.373302
parada_Rua_Alfredo_Ananias_Volta0,5215632,-5.215030561191541,-37.33295179903138
parada_Avenida_Joaquim_da_Silveira_Borges_Ida1,5217468,-5.196853000000006,-37.309296
parada_Avenida_Sao_Jeronimo_Ida4,5217766,-5.152816299999997,-37.352676
parada_Ministerio_Publico_Estadual_Volta,5218232,-5.214609000000003,-37.316654
parada_Ministerio_Publico_Estadual_Ida,5221254,-5.214602516271291,-37.31660239398083
parada_Rua_Marinho_Dantas_Ida0,5231900,-5.210905024038102,-37.36089169978763
parada_Avenida_Joaquim_da_Silveira_Borges_Volta0,5232311,-5.1969533000000006,-37.30949
parada_UNP_Volta,5242022,-5.1756470000000006,-37.369663
parada_Assembleia_de_Deus_Abolicao_IV_Volta,5245972,-5.15861850000001,-37.35997
parada_BR_110_Norte_Ida0,5248909,-5.190366417899468,-37.30843037366779
parada_Assembleia_de_Deus_Abolicao_IV_Ida,5251744,-5.158612700000005,-37.36012
parada_BR_110_Norte_Volta1,5254006,-5.1904425474065246,-37.30828419327401
parada_Avenida_Santa_Luzia_Ida1,5254390,-5.154159499999999,-37.35444
parada_Vnz_Jeep,5257406,-5.184513767575676,-37.37129867076589
parada_Avenida_Santa_Luzia_Volta6,5261733,-5.154149500000004,-37.354645
parada_Rua_Vicente_Martins_Ida0,5269956,-5.213469297646962,-37.360199689866896
parada_Rua_Vicente_Martins_Volta1,5270083,-5.213616999999996,-37.36028699999999
parada_Regina_Veiculos_Multimarcas,5271057,-5.2134078620498085,-37.33140081167266
parada_UNINASSAU,5272284,-5.172530490522731,-37.373766303064976
parada_Avenida_Sao_Jeronimo_Volta1,5298298,-5.151876000000002,-37.353897
parada_Avenida_Santa_Luzia_Ida2,5300821,-5.153553500000004,-37.35539
parada_Avenida_Sao_Jeronimo_Ida3,5303990,-5.151878000000011,-37.35401499999999
parada_Avenida_Santa_Luzia_Volta5,5306203,-5.153561999999998,-37.35554
parada_Rua_Raimundo_Firmino_de_Oliveira_Volta0,5322808,-5.216609850771126,-37.32574135065186
parada_Rua_Raimundo_Firmino_de_Oliveira_Ida0,5324080,-5.216555761006687,-37.32574805617121
parada_Avenida_Servulo_Marcelino_Volta0,5324140,-5.218130999999997,-37.33214999999999
parada_Pizzaria_Do_Louro_Ida,5347934,-5.198352999999998,-37.31025
parada_Pizzaria_Do_Louro_Volta,5349875,-5.198328579650863,-37.3103300482036
parada_Avenida_Santa_Luzia_Ida3,5363310,-5.152933999999997,-37.356285
parada_Avenida_Sao_Jeronimo_Volta2,5372358,-5.151058000000002,-37.355057
parada_Rua_Sergina_Lucinda_Alves_Volta2,5373666,-5.18954101317483,-37.30904459953707
parada_Avenida_Santa_Luzia_Volta4,5374322,-5.152964000000003,-37.35644
parada_Green_Garden_Residence_Club_Volta,5375697,-5.213314373082196,-37.333954945202855
parada_Avenida_Sao_Jeronimo_Ida2,5376320,-5.151099999999997,-37.355167
parada_Avenida_Presidente_Costa_e_Silva_Volta4,5379918,-5.156655000000006,-37.36136199999999
parada_Avenida_Presidente_Costa_e_Silva_Ida4,5387470,-5.15660330000001,-37.361515
parada_Supermercados_Queiroz_Dom_Jaime_Camara_Volta,5404977,-5.215585000000003,-37.324547
parada_Supermercados_Queiroz_Dom_Jaime_Camara_Ida,5407891,-5.215511999999998,-37.324512
parada_Avenida_Servulo_Marcelino_Volta1,5408127,-5.219390000000004,-37.33212699999999
parada_Multmoveis_Volta,5413105,-5.212131068663226,-37.35765963793183
parada_Avenida_Santa_Luzia_Ida4,5427091,-5.152290300000004,-37.35719
parada_Posto_Shell_Posto_Olinda_Ltda,5432610,-5.182740064568232,-37.36956059932286
parada_Avenida_Santa_Luzia_Volta3,5433621,-5.152303700000006,-37.357334
parada_Avenida_Joaquim_da_Silveira_Borges_Volta1,5435017,-5.199327999999999,-37.31106
parada_BR_405_Ida0,5437404,-5.194266373823537,-37.383542954918525
parada_Avenida_Alberto_Maranhao_Sul_Ida1,5438031,-5.214270631006964,-37.35995829105337
parada_Avenida_Joaquim_da_Silveira_Borges_Ida0,5444749,-5.199499599999999,-37.311035
parada_Avenida_Sao_Jeronimo_Volta3,5461814,-5.150134000000005,-37.356316
parada_Partage_Shopping,5465958,-5.170954700000004,-37.375694
parada_Avenida_Sao_Jeronimo_Ida1,5472339,-5.150168,-37.35656
parada_Avenida_Alberto_Maranhao_Sul_Volta3,5480847,-5.214162299999999,-37.36015299999999
parada_Avenida_Santa_Luzia_Ida5,5483613,-5.1517634000000045,-37.35804
parada_Rua_Sergina_Lucinda_Alves_Volta1,5488148,-5.1887369771211205,-37.31029987335304
parada_Rua_Raimundo_Almeida_Lopes_Ida0,5488420,-5.188445814303681,-37.30670571327246
parada_Panificadora_Bom_dia,5488670,-5.214954434659214,-37.33048617840157
parada_Avenida_Santa_Luzia_Volta2,5490830,-5.151776000000001,-37.35819
parada_Igreja_Adventista_do_Setimo_Dia_Abolicao_Ida,5493011,-5.155058400000005,-37.36259999999999
parada_Rua_Andre_Pedro_Fernandes_Volta0,5499379,-5.200097599999997,-37.311306
parada_Igreja_Adventista_do_Setimo_Dia_Abolicao_Volta,5499997,-5.154896700000008,-37.362568
parada_Rua_Andre_Pedro_Fernandes_Ida2,5506737,-5.200048999999998,-37.311153
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,5511787,-5.193782887453011,-37.38387286663244
parada_Avenida_Santa_Luzia_Ida6,5543674,-5.151182700000006,-37.358868
parada_Avenida_Santa_Luzia_Volta1,5550690,-5.151196,-37.359016
parada_Avenida_Sao_Jeronimo_Volta4,5555275,-5.149247000000001,-37.357677
parada_Rua_Andre_Pedro_Fernandes_Volta1,5559142,-5.200546300000002,-37.31062
parada_Avenida_Sao_Jeronimo_Ida0,5569284,-5.149231000000001,-37.357944
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta4,5570321,-5.1930897115849,-37.38353356719143
parada_Rua_Sergina_Lucinda_Alves_Volta0,5571799,-5.188111911836788,-37.31117963790552
parada_Rua_Andre_Pedro_Fernandes_Ida1,5572203,-5.200560000000001,-37.310402
parada_Avenida_Pedro_Paraguai_Volta0,5573184,-5.223096582440401,-37.33137063682209
parada_Rua_Raimundo_Almeida_Lopes_Ida1,5604967,-5.187580338727639,-37.30795562267295
parada_Avenida_Presidente_Costa_e_Silva_Ida3,5607351,-5.15336750000001,-37.363647
parada_Avenida_Santa_Luzia_Ida7,5611843,-5.150534600000002,-37.359787
parada_Avenida_Presidente_Costa_e_Silva_Volta5,5615183,-5.153208699999999,-37.36361999999999
parada_Avenida_Santa_Luzia_Volta0,5622059,-5.150539999999996,-37.35995499999999
parada_Santorini_Restaurante_Mossoro,5634523,-5.217930040327556,-37.32870250939999
parada_Assembleia_de_Deus_do_Parque_das_Rosas_Ida,5647602,-5.148264399999999,-37.35855
parada_Rua_Tonheca_Dantas_Volta0,5649749,-5.149165000000004,-37.36813
parada_Rua_Maria_Rosa_de_Araujo_Ida2,5650933,-5.187377325773399,-37.31142103671905
parada_Avenida_Presidente_Costa_e_Silva_Ida2,5654655,-5.15251800000001,-37.364136
parada_Assembleia_de_Deus_do_Parque_das_Rosas_Volta,5660450,-5.148200000000008,-37.35833399999999
parada_Avenida_Presidente_Costa_e_Silva_Volta6,5661787,-5.152378000000003,-37.36409999999999
parada_Avenida_Senador_Petronio_Portela_Ida5,5663916,-5.149107000000009,-37.36844599999999
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta0,5668973,-5.188595000000007,-37.38122
parada_Supermercado_Queiroz_Santa_Delmira_Ida,5675478,-5.149952400000007,-37.360657
parada_Condominio_Ninho_Residencial_Ida,5678438,-5.187014039252412,-37.303851842878906
parada_Supermercado_Queiroz_Santa_Delmira_Volta,5682918,-5.149968600000004,-37.360817
parada_Condominio_Ninho_Residencial_Volta,5687893,-5.187056778859758,-37.30366408824716
parada_Igreja_Evangelica_Avivamento_Biblico_Abolicao_III_Ida,5693435,-5.1513734,-37.362267
parada_Rua_Raimundo_Almeida_Lopes_Ida2,5697636,-5.1869071902437485,-37.30895340442894
parada_Igreja_Evangelica_Avivamento_Biblico_Abolicao_III_Volta,5701797,-5.151314700000004,-37.36242
parada_Rua_Andre_Pedro_Fernandes_Volta2,5707406,-5.201785600000009,-37.308792
parada_Rua_Maria_Rosa_de_Araujo_Ida1,5729913,-5.186784313850243,-37.31101870536916
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta3,5731771,-5.191234000000002,-37.382523
parada_Igreja_de_Sao_Pedro_Ida,5736677,-5.151506400000007,-37.364727
parada_Lino_Brita,5736881,-5.2228288074226095,-37.32549458742284
parada_Igreja_de_Sao_Pedro_Volta,5743331,-5.151384400000002,-37.364677
parada_Rua_Armando_Duarte_Numero_Volta0,5744773,-5.22560204286578,-37.33026221394734
parada_Avenida_Senador_Petronio_Portela_Ida4,5746314,-5.148138000000003,-37.36901
parada_Avenida_Senador_Petronio_Portela_Volta0,5769183,-5.147793896290579,-37.369115352631134
parada_Rua_Maria_Rosa_de_Araujo_Ida0,5780780,-5.186218013660808,-37.31064319610567
parada_Rua_Raimundo_Almeida_Lopes_Ida3,5781722,-5.186298150508732,-37.30984389782137
parada_Avenida_da_Integracao_Ida2,5786803,-5.146449600000002,-37.35764999999999
parada_Igreja_Universal_do_Reino_de_Deus_Abolicao_Ida,5790923,-5.1503444,-37.36298
parada_Avenida_Presidente_Costa_e_Silva_Ida0,5794133,-5.149638000000004,-37.365807
parada_Avenida_da_Integracao_Volta0,5798190,-5.146415000000001,-37.35742
parada_Igreja_Universal_do_Reino_de_Deus_Abolicao_Volta,5799118,-5.150284000000006,-37.363144
parada_Avenida_Alberto_Maranhao_Sul_Ida0,5802386,-5.217102000669423,-37.36370801925483
parada_Avenida_Senador_Petronio_Portela_Ida3,5814418,-5.147222000000009,-37.36952
parada_Rua_Francisco_Alves_da_Silva_Ida0,5831864,-5.149423600000008,-37.365067
parada_Rua_Francisco_Alves_da_Silva_Volta0,5837965,-5.1494417,-37.364933
parada_Avenida_Senador_Petronio_Portela_Ida2,5854498,-5.146679000000002,-37.369812
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta2,5856489,-5.19060415563244,-37.3822903633103
parada_Avenida_Doutor_Epitacio_Carvalho_Volta1,5860288,-5.2019092825086455,-37.301229983571794
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta0,5862370,-5.202962999999994,-37.306515
parada_Avenida_Presidente_Costa_e_Silva_Ida1,5866100,-5.150599000000002,-37.365284
parada_Avenida_Presidente_Costa_e_Silva_Volta7,5867306,-5.150610000000008,-37.365154
parada_Avenida_Doutor_Epitacio_Carvalho_Ida0,5868370,-5.2019730000000015,-37.301334
parada_Avenida_Senador_Petronio_Portela_Ida1,5870753,-5.146373,-37.36997
parada_Rua_Antonio_Vitor_de_Melo_Volta0,5873659,-5.149152000000005,-37.363884
parada_Comercial_Gerdau_Ida,5874737,-5.147839000000007,-37.34776999999999
parada_Rua_Antonio_Vitor_de_Melo_Ida0,5876782,-5.149175999999998,-37.36374299999999
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida2,5879269,-5.203008999999999,-37.306267
parada_Rua_Francisco_Bandeira_Sobrinho_Ida1,5883483,-5.201926000000007,-37.300533
parada_Praca_do_Vingt_Rosado,5887320,-5.20240300000001,-37.30754000000001
parada_Rua_Francisco_Bandeira_Sobrinho_Volta0,5894476,-5.202086000000002,-37.300465
parada_UBS_da_Familia_Pereira_Francisco_de_Azevedo_Volta,5895752,-5.223780376471271,-37.32903175055748
parada_Avenida_Senador_Petronio_Portela_Volta1,5899334,-5.145950000000001,-37.370186
parada_UBS_Vingt_Rosado,5899685,-5.202430000000001,-37.30772999999999
parada_Condominio_Ecoville_Ida,5904370,-5.18524034326839,-37.30150759219881
parada_Condominio_Ecoville_Volta,5904812,-5.185336507635392,-37.30142712593063
parada_Avenida_da_Integracao_Volta1,5910446,-5.144727000000006,-37.356636
parada_BR_304_Sul_Ida0,5918952,-5.227619358608035,-37.32263401150994
parada_Rua_Ieda_Rodrigues_Rocha_Volta0,5922855,-5.22787177302599,-37.32214517891097
parada_Avenida_da_Integracao_Ida1,5923095,-5.144802000000005,-37.356853
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta1,5926834,-5.203484500000008,-37.30573699999999
parada_Avenida_Senador_Petronio_Portela_Ida0,5933839,-5.145557000000003,-37.37044
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida1,5942611,-5.203527000000002,-37.305504
parada_Rua_Andre_Pedro_Fernandes_Ida0,5969701,-5.201869000000011,-37.308475
parada_RN_117_Volta0,5971840,-5.219006490247513,-37.36516177654249
parada_Rodoviaria_Detran_RN,5988724,-5.18578260326462,-37.3735356330914
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta1,5993235,-5.18954101317483,-37.381753921510445
parada_Avenida_Doutor_Epitacio_Carvalho_Ida1,5995054,-5.203394000000007,-37.30239
parada_Avenida_Doutor_Epitacio_Carvalho_Volta0,5999971,-5.2035246,-37.302345
parada_Avenida_Benjamin_Soares_Cardoso_Ida4,6006137,-5.1449356,-37.37008
parada_Posto_Real,6018690,-5.189016000000002,-37.37823
parada_Avenida_da_Integracao_Ida0,6049168,-5.142911400000005,-37.35593
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Volta2,6051048,-5.204451600000004,-37.304306
parada_UERN_Volta,6058616,-5.206460926112686,-37.31673985719496
parada_Avenida_Benjamin_Soares_Cardoso_Ida3,6059963,-5.144417300000002,-37.369225
parada_Avenida_da_Integracao_Volta2,6061896,-5.142793,-37.35574999999999
parada_Rua_Francisco_Bandeira_Sobrinho_Volta1,6062336,-5.2033772,-37.298622
parada_RN_117_Ida2,6067490,-5.220191785011409,-37.365578860043954
parada_Rua_Francisco_Bandeira_Sobrinho_Ida0,6075764,-5.203378000000008,-37.298405
parada_UERN_Ida,6080969,-5.205942600000004,-37.31681999999999
parada_Bioforma_Academia_Ida,6092908,-5.204557400000008,-37.30315999999999
parada_Bioforma_Academia_Volta,6102396,-5.204740500000002,-37.303127
parada_Avenida_Benjamin_Soares_Cardoso_Volta0,6134683,-5.143739000000003,-37.36837799999999
parada_Ida_Volta_Linha1_Linha2,6159632,-5.142080000000005,-37.346718
parada_Rua_Januario_Granjeiro_Volta0,6166645,-5.225326255735284,-37.35118746757903
parada_Rua_Januario_Granjeiro_Ida1,6171013,-5.225395000000007,-37.351177
parada_Avenida_Benjamin_Soares_Cardoso_Ida2,6184993,-5.142601000000003,-37.36714599999999
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Ida,6185030,-5.22162148124589,-37.3662561178221
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Volta,6185715,-5.221610796929181,-37.36630171537168
parada_Avenida_Benjamin_Soares_Cardoso_Volta2,6188386,-5.142590006307452,-37.3670554161064
parada_Avenida_Benjamin_Soares_Cardoso_Volta1,6191255,-5.143191073803631,-37.36776016652738
parada_Rua_Professora_Maria_Zelia_Ferreira_Guerra_Ida0,6192764,-5.204464400000009,-37.304115
parada_Rua_Senador_Ruy_Carneiro_Ida0,6194835,-5.141906299999997,-37.347866
parada_Rua_Senador_Ruy_Carneiro_Volta1,6213472,-5.14182600000001,-37.34814
parada_Avenida_Benjamin_Soares_Cardoso_Ida1,6221668,-5.142097999999998,-37.36656599999999
parada_Taldi_Engenharia_Volta,6235931,-5.183968835253026,-37.29810655117444
parada_Avenida_Benjamin_Soares_Cardoso_Volta3,6242995,-5.141840674699891,-37.36621588468801
parada_Costalarga_Corretora_de_Seguros_Presidente_Costa_e_Silva_Volta,6245747,-5.205081947188084,-37.31880784034293
parada_Avenida_Benjamin_Soares_Cardoso_Ida0,6254119,-5.1414785000000105,-37.365917
parada_Unidade_de_Educacao_Infantil_Noeme_Borges,6254959,-5.230410602370578,-37.31939926743741
parada_Taldi_Engenharia_Ida,6256741,-5.18371106072817,-37.297861799596745
parada_Campo_das_Malvinas,6260409,-5.230398582684034,-37.319257110355245
parada_Rua_Antonia_das_Merces_Reinaldo_Ida1,6261807,-5.141999623907069,-37.3592635989159
parada_Rua_Sem_Nome_Santa_Julia_Ida1,6264818,-5.141633639974184,-37.35834896564482
parada_Igreja_Sagrada_Familia_Ida,6267365,-5.204986600000006,-37.296913
parada_Igreja_Sagrada_Familia_Volta,6277917,-5.205042000000001,-37.29708
parada_Rua_Senador_Ruy_Carneiro_Ida1,6288048,-5.141019300000004,-37.34915
parada_Avenida_Benjamin_Soares_Cardoso_Volta4,6291269,-5.140836221684204,-37.36509069800141
parada_Avenida_Alberto_Maranhao_Sul_Volta4,6306845,-5.216861601852308,-37.36358731985256
parada_Rua_Senador_Ruy_Carneiro_Volta0,6306961,-5.140901600000002,-37.349487
parada_Assembleia_de_Deus_Ministerio_de_Madureira_Volta,6313230,-5.231014300000004,-37.31884
parada_Praca_Abolicao_V_Ida1,6317485,-5.1406198,-37.365753
parada_Assembleia_de_Deus_Ministerio_de_Madureira_Ida,6326167,-5.230990400000008,-37.318626
parada_Rua_Januario_Granjeiro_Volta1,6340370,-5.227331000000006,-37.35233699999999
parada_Rua_Januario_Granjeiro_Ida0,6340912,-5.227356259869596,-37.352313995360525
parada_EE_Jeronimo_Vingt_Rosado_Maia,6345830,-5.205873942231137,-37.297551333902426
parada_Clube_da_Caixa,6348153,-5.221800443454338,-37.32637301087145
parada_Avenida_Benjamin_Soares_Cardoso_Volta5,6351038,-5.140241830526449,-37.36438393592911
parada_Capela_de_Nossa_Senhora_Aparecida_Ida,6359553,-5.1405025,-37.350548
parada_Rua_Elita_Rodrigues_Ida0,6367216,-5.140792143260513,-37.35924750566047
parada_Igreja_Universal_Integracao_Volta,6370391,-5.140602600000004,-37.35472
parada_Igreja_Universal_Integracao_Ida,6371091,-5.140423000000006,-37.35475999999999
parada_Cristais_do_Alto_Volta,6371511,-5.204123004130393,-37.32015967369149
parada_Capela_de_Nossa_Senhora_Aparecida_Volta,6375650,-5.140431400000005,-37.35081
parada_Praca_Abolicao_V_Ida0,6392189,-5.139907902661155,-37.36641168594298
parada_Rua_Antonia_das_Merces_Reinaldo_Ida0,6392250,-5.141019213910562,-37.360500097277686
parada_Rua_Josefa_Xavier_de_Medeiros_Ida0,6397470,-5.228472759335253,-37.3508843779605
parada_Rua_Hamilton_Freire_de_Andrade_Volta0,6399453,-5.206047500000003,-37.2959
parada_Avenida_Desembargador_Olavo_Maia_Ida0,6399577,-5.232207999999999,-37.32213
parada_Rua_Josefa_Xavier_de_Medeiros_Volta0,6403657,-5.228558999999996,-37.350853
parada_Avenida_Antonio_Bento_Volta0,6421134,-5.231768000000004,-37.31731
parada_Avenida_Benjamin_Soares_Cardoso_Volta6,6435218,-5.139415024817184,-37.36354306339787
parada_Avenida_Desembargador_Olavo_Maia_Ida1,6438551,-5.231375,-37.32374600000001
parada_Salao_do_Reino_das_Testemunhas_de_Jeova_Vingt_Rosado,6440458,-5.206772999999999,-37.297657
parada_Avenida_Antonio_Bento_Ida8,6459144,-5.231627260234787,-37.31735676527199
parada_Rua_Sem_Nome_Santa_Julia_Ida0,6464980,-5.139977359673847,-37.36169368028865
parada_Rua_Manoel_Amancio_Reboucas_Neto_Ida1,6477735,-5.232974796197059,-37.32192456722092
parada_Rua_do_Pinhao_Volta0,6483041,-5.185913493538757,-37.29559600353351
parada_EM_Alcides_Manoel_de_Medeiros_Volta,6487474,-5.139454000000004,-37.35224999999999
parada_Rua_Antonio_Geraldo_de_Medeiros_Volta0,6491912,-5.229163000000003,-37.352917
parada_Jodiesel_Volta,6495924,-5.140591600000001,-37.345963
parada_Rua_Antonio_Geraldo_de_Medeiros_Ida0,6496981,-5.229234007836381,-37.35289469361506
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida2,6501916,-5.138731139481307,-37.36609652638062
parada_Rua_Mamona_Ida1,6503298,-5.185630343116941,-37.2953411936723
parada_Rua_Francisco_Gomes_Monteiro_Ida0,6512698,-5.138769999999999,-37.352707
parada_Rua_Francisco_Gomes_Monteiro_Volta0,6530371,-5.138668500000003,-37.353027
parada_EM_Alcides_Manoel_de_Medeiros_Ida,6532678,-5.139461774760384,-37.3519244045019
parada_Ida_Volta_Linha4,6533028,-5.138637000000003,-37.3627
parada_Assembleia_de_Deus_Congregacao_Liberdade_II_Ida,6537213,-5.232442000000004,-37.315834
parada_Rua_Hamilton_Freire_de_Andrade_Volta1,6546971,-5.207155000000007,-37.29429199999999
parada_Assembleia_de_Deus_Congregacao_Liberdade_II_Volta,6547864,-5.232601600000001,-37.31577
parada_Rua_Sem_Nome_Santa_Julia_Ida4,6549763,-5.139130517920719,-37.36186802387271
parada_Rua_Rosemiro_Fontes_Carneiro_Ida0,6555838,-5.207622999999996,-37.29640199999999
parada_Rua_Nilza_Pires_de_Almeida_Ida0,6567220,-5.230327000000006,-37.35159
parada_Rua_Nilza_Pires_de_Almeida_Volta0,6567976,-5.23036118812108,-37.3516179621192
parada_Rua_Manoel_Balbino_da_Costa_Volta0,6569662,-5.2290769999999975,-37.34857
parada_Rua_Manoel_Balbino_da_Costa_Ida0,6571168,-5.229004297863197,-37.34852671623272
parada_EE_Diran_Ramos_do_Amaral_Ida,6577207,-5.138920299999994,-37.353706
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida1,6582892,-5.138254289302742,-37.365566790100125
parada_EE_Diran_Ramos_do_Amaral_Volta,6586604,-5.139122500000004,-37.353725
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,6604712,-5.137764081610835,-37.36501894891288
parada_Rua_Celso_Rego_Volta1,6624592,-5.150497399999996,-37.34549
parada_Avenida_Antonio_Bento_Volta1,6636613,-5.233396818762731,-37.31486096978262
parada_Avenida_Antonio_Bento_Ida7,6637742,-5.233310010344442,-37.31480330228923
parada_Avenida_Luiz_Marques_Volta0,6641664,-5.2079023999999965,-37.29397999999999
parada_Assembleia_de_Deus_Efraim_1_Volta,6643130,-5.227198667682369,-37.36878812313394
parada_Assembleia_de_Deus_Efraim_1_Ida,6668407,-5.227535220449087,-37.36887663602535
parada_Rua_Zeus_Ida3,6713205,-5.229960531848271,-37.346938848495085
parada_Travessa_Francisco_Cavalcante_de_Moura_Ida0,6713773,-5.228897455982741,-37.32617855072036
parada_Avenida_Antonio_Bento_Ida6,6716869,-5.233793999999999,-37.313847
parada_Avenida_Desembargador_Olavo_Maia_Ida2,6721629,-5.230304000000007,-37.32585
parada_Avenida_Antonio_Bento_Volta2,6722076,-5.233924400000008,-37.313797
parada_Ida_Volta_Linha5,6723362,-5.208883647852396,-37.29458615184269
parada_Rua_Zeus_Volta0,6723546,-5.230125999999997,-37.34690499999999
parada_Rua_Sem_Nome_Santa_Julia_Ida2,6732843,-5.139771660044909,-37.3592501878772
parada_Rua_do_Pinhao_Volta1,6760876,-5.188061158642627,-37.29276359081088
parada_Rua_Sem_Nome_Santa_Julia_Ida3,6770991,-5.139234703555112,-37.360132634637424
parada_Rua_Mamona_Ida0,6778942,-5.187783351625519,-37.292549014092735
parada_Avenida_Antonio_Bento_Volta3,6785423,-5.234316987211187,-37.31307730079002
parada_Avenida_Antonio_Bento_Ida5,6790070,-5.234237999999999,-37.312973
parada_Sabao_Guarani_Ida,6816803,-5.228439371229053,-37.37062811851607
parada_Sabao_Guarani_Volta,6824557,-5.228397969959145,-37.37075150012608
parada_Rua_Zeus_Ida1,6832690,-5.232882645662451,-37.34307646751457
parada_Rua_Zeus_Volta2,6837516,-5.233049,-37.34299
parada_Avenida_Antonio_Bento_Volta4,6851993,-5.2346935000000085,-37.312275
parada_Avenida_Antonio_Bento_Ida4,6862487,-5.234676399999999,-37.312107
parada_Rua_Zeus_Ida0,6882908,-5.233734703709216,-37.34180644154704
parada_Rua_Zeus_Volta3,6899054,-5.233954000000006,-37.341576
parada_Rua_Zeus_Volta1,6904527,-5.231814000000007,-37.344852
parada_Rua_Zeus_Ida2,6905290,-5.231800877517343,-37.34477430582351
parada_Rua_Francisco_Lima_Ferreira_Volta0,6917420,-5.227460430961003,-37.32837796211054
parada_Posto_De_Molas_Scooby_Volta,6918171,-5.145518000000003,-37.347122
parada_Churrascaria_Chimarrao_Ida,6927542,-5.226408035077035,-37.33000069856678
parada_Rua_Manoel_Amancio_Reboucas_Neto_Ida0,6930357,-5.235118293911694,-37.32299208641413
