stop,access_using_mean,access_using_median,access_using_sum
parada_Ida_Volta_Linha12,5.59342105263158,5.633333333333334,106.275
parada_Ida_Volta_Linha17,32.380833333333335,32.557291666666664,302.75
parada_Ida_Volta_Linha19,16.750440705128206,16.709374999999998,168.425
parada_Ida_Volta_Linha8,47.83725676930083,46.797916666666666,1444.6854166666667
parada_Partage_Shopping,27.349594907407408,27.261458333333334,192.25625
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,53.82784733777038,52.567708333333336,4355.74375
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,29.884611441798945,30.019791666666666,771.9354166666667
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,56.39676449220248,55.10625,5803.208333333334
parada_Teatro_Municipal_Dix_Huit_Rosado,41.05814898484548,40.932291666666664,2396.06875
