-5.1533675,-37.363647
-5.1515064,-37.364727
-5.140805,-37.36513
-5.138637,-37.3627
-5.1406198,-37.365753
-5.1449356,-37.37008
-5.147864,-37.369144
-5.1494417,-37.364933
-5.151196,-37.359016
-5.1541495,-37.354645
-5.151058,-37.355057
-5.146415,-37.35742
-5.1406026,-37.35472
-5.1404314,-37.35081
-5.14208,-37.346718
-5.13877,-37.352707
-5.144802,-37.356853
-5.149231,-37.357944
-5.1528163,-37.352676
-5.1499524,-37.360657
-5.15061,-37.365154
-5.159607,-37.359333
-5.1635633,-37.357918
-5.167213,-37.358353
-5.1733317,-37.353874
-5.181329,-37.348965
-5.186424,-37.343983
-5.19017,-37.34537
-5.19395,-37.34368
-5.197718,-37.34525
-5.194238,-37.34481
