-4159302.158219624,-574445.292103847
-4159422.38326968,-574237.2748626863
-4159467.24502447,-573041.1791579487
-4159196.7386618424,-572798.8642016767
-4159536.597067234,-573020.4795270677
-4160018.276503897,-573502.8540235026
-4159914.0814605136,-573830.161478687
-4159445.315084784,-574006.501733183
-4158786.63765776,-574202.581164692
-4158300.0601635026,-574532.6973055806
-4158345.9237937094,-574187.1567812058
-4158608.971750454,-573668.2064677543
-4158308.4091253118,-573018.5570994515
-4157873.1499163103,-572999.4222413547
-4157417.6305599846,-573183.684879501
-4158084.3229903453,-572813.7294404717
-4158545.8535991744,-573487.9215788961
-4158667.30316363,-573982.9516719796
-4158080.8720861305,-574383.6837961168
-4158969.3129421524,-574063.583000768
-4159469.9166922485,-574137.0834434056
-4158821.9259363413,-575142.6924871511
-4158664.4088568687,-575584.8989620985
-4158712.832835364,-575992.8383630038
-4158214.2328361007,-576676.7515769599
-4157667.765455797,-577570.6539016819
-4157113.171752665,-578140.1560487369
-4157267.5718863956,-578558.8743964208
-4157079.4419469545,-578981.3956982144
-4157254.2135475,-579402.5781843684
-4157205.2329715514,-579013.5879012579
