626763916_0	26.008392436890546	8.333333333333334	600.0	1
626763916_1	92.68943951774482	8.333333333333334	600.0	1
626763916_2	127.5483527198232	8.333333333333334	600.0	1
626763916_3	31.573864322247132	8.333333333333334	600.0	1
626763916_4	96.1540508233399	8.333333333333334	600.0	1
626763916_5	73.94017729723494	8.333333333333334	600.0	1
626763916_6	40.07195242616239	8.333333333333334	600.0	1
626763916_7	25.41132408114831	8.333333333333334	600.0	1
626763916_8	35.241927591286014	8.333333333333334	600.0	1
626763916_9	207.11869463691863	8.333333333333334	600.0	1
626763916_10	10.716705008126647	8.333333333333334	600.0	1
626763898_0	36.394583044234224	8.333333333333334	600.0	1
626763898_1	118.28258762224617	8.333333333333334	600.0	1
626763898_2	48.20211046901997	8.333333333333334	600.0	1
626763898_3	16.864323468834023	8.333333333333334	600.0	1
626763898_4	38.96411485776396	8.333333333333334	600.0	1
626764523_0	50.03519198397743	8.333333333333334	600.0	1
626764523_1	49.11155009103899	8.333333333333334	600.0	1
626764523_2	50.219890327330944	8.333333333333334	600.0	1
626764523_3	10.816092644116335	8.333333333333334	600.0	1
626764523_4	27.95950311253289	8.333333333333334	600.0	1
626764523_5	11.629007444309613	8.333333333333334	600.0	1
626764523_6	50.9527541013034	8.333333333333334	600.0	1
626764523_7	50.0464507913029	8.333333333333334	600.0	1
626764523_8	50.43736541251733	8.333333333333334	600.0	1
626764523_9	19.230279727234088	8.333333333333334	600.0	1
626764523_10	30.783617115743063	8.333333333333334	600.0	1
626764523_11	50.02438434935521	8.333333333333334	600.0	1
626764523_12	50.32308912586053	8.333333333333334	600.0	1
626764523_13	9.513767782955274	8.333333333333334	600.0	1
626764523_14	48.518583943251116	8.333333333333334	600.0	1
626764523_15	49.46277385690325	8.333333333333334	600.0	1
626764523_16	50.48681971802312	8.333333333333334	600.0	1
