route,access_using_mean,access_using_median,access_using_sum
parada_Rua_da_Pitomba_Volta0 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,77.93333333333334,77.93333333333334,77.93333333333334
parada_Rua_da_Pitomba_Volta0 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,34.358333333333334,34.358333333333334,68.71666666666667
parada_Rua_da_Pitomba_Volta0 parada_Teatro_Municipal_Dix_Huit_Rosado,25.59583333333333,25.59583333333333,51.19166666666666
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha12,18.384375,19.447916666666664,73.5375
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha17,10.98125,10.941666666666666,43.925
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha19,37.9,37.9,37.9
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha8,10.834,11.936666666666666,54.17
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Partage_Shopping,5.799479166666667,6.013541666666666,46.395833333333336
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,7.044217687074829,6.078571428571428,49.3095238095238
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,17.389583333333334,17.070833333333333,69.55833333333332
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,5.393621399176954,4.601851851851851,48.54259259259259
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_da_Pitomba_Volta0,82.26666666666667,82.26666666666667,82.26666666666667
