route,access_using_mean,access_using_median,access_using_sum
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha17,7.8265625,7.730208333333334,62.6125
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha19,74.71666666666667,74.71666666666667,74.71666666666667
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha8,7.801851851851852,7.32962962962963,70.21666666666667
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Partage_Shopping,3.2106250000000003,3.3166666666666673,64.2125
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,5.459566074950691,5.230769230769231,70.97435897435898
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,11.4156462585034,11.747619047619049,79.9095238095238
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Teatro_Municipal_Dix_Huit_Rosado,1.2346851851851852,1.008888888888889,37.04055555555556
parada_Rua_da_Pitomba_Volta0 parada_Ida_Volta_Linha17,50.016666666666666,50.016666666666666,50.016666666666666
parada_Rua_da_Pitomba_Volta0 parada_Partage_Shopping,29.65833333333333,29.65833333333333,59.31666666666666
parada_Rua_da_Pitomba_Volta0 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,39.78333333333333,39.78333333333333,79.56666666666666
parada_Rua_da_Pitomba_Volta0 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,41.55833333333334,41.55833333333334,83.11666666666667
parada_Rua_da_Pitomba_Volta0 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,20.46851851851852,20.411111111111108,61.40555555555556
parada_Rua_da_Pitomba_Volta0 parada_Teatro_Municipal_Dix_Huit_Rosado,14.831481481481482,14.144444444444444,44.49444444444445
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha12,4.849506903353057,4.643589743589744,63.04358974358974
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha17,7.286458333333334,6.551041666666666,58.29166666666667
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha19,20.072222222222223,22.666666666666668,60.21666666666667
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha8,2.513429752066116,2.687121212121212,55.29545454545455
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Partage_Shopping,1.7692061143984221,1.7548076923076923,45.99935897435897
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,1.6310344827586205,1.479885057471264,47.300000000000004
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,5.350295857988166,5.0948717948717945,69.55384615384615
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,1.4724283854166667,1.35,47.11770833333334
