-4182983.5431142943	-593500.5224092671
-4168618.742438942	-588050.3562368372
-4166792.468268835	-568285.4961105286
-4166084.3983837455	-572236.7927982953
-4165451.803113415	-591935.561227672
-4165450.3448280855	-576322.4151448089
-4164985.8976485967	-577630.4430280463
-4164755.6444138405	-577275.5541148515
-4164709.814179481	-578059.4194785608
-4164615.504306881	-577084.183103984
-4164595.711701418	-577883.404462939
-4164581.9080845593	-578140.1225156004
-4164493.5204088697	-577436.8578908823
-4164481.831862337	-577698.1124424493
-4164469.642378096	-577962.7659765725
-4164397.0843339954	-578010.2376175941
-4164369.543891974	-577520.3546197718
-4164359.9147560196	-577223.9249125177
-4164354.3933092766	-577784.2138740225
-4164288.8149972497	-577678.1491760213
-4164241.225914936	-577601.1799944598
-4164232.565258552	-577301.6984687608
-4164202.709371122	-577729.8681315247
-4164178.341534587	-586561.6141923026
-4164120.98973293	-586585.8503904394
-4164120.822753694	-586425.49813679
-4164114.332827381	-577402.4755985432
-4164103.134086608	-577176.5991083146
-4164063.637931273	-586610.0754179587
-4164063.4709520377	-586449.7231084611
-4164063.4264242407	-586289.3264525427
-4164007.2880050344	-577235.5719386311
-4164006.2861296167	-586634.3116329855
-4164006.1191503806	-586473.9592676096
-4164005.9521711445	-586313.6072718822
-4163948.934327961	-586658.5478564573
-4163948.7673487235	-586498.1954352033
-4163948.6003694874	-586337.8433836122
-4163891.571394354	-586682.7840883754
-4163891.4155470673	-586522.4316112394
-4163891.2485678317	-586362.0795037848
-4163876.365151912	-577317.3582595516
-4163834.2195926975	-586707.020328745
-4163834.0526134614	-586546.6677957256
-4163833.896766175	-586386.3156323998
-4163814.683022063	-584733.527127059
-4163776.867791041	-586731.2565775594
-4163776.700811805	-586570.9039886538
-4163776.544964518	-586410.5517694576
-4163753.3014548398	-584757.7738679065
-4163719.5159893837	-586755.4928348218
-4163719.349010148	-586595.1401900268
-4163719.182030911	-586434.7879149605
-4163668.576190397	-584791.2319247887
-4163662.164187728	-586779.7291005326
-4163661.997208491	-586619.3763998483
-4163661.8302292563	-586459.0240689066
-4163649.028487814	-584578.8243994031
-4163636.3046700167	-584609.4988634124
-4163622.456525361	-584550.8775598218
-4163612.103812718	-584813.5223999214
-4163610.979485861	-584615.74778102
-4163604.812386071	-586803.9653746906
-4163604.645406835	-586643.6126181157
-4163604.4784275987	-586483.260231294
-4163600.8716760967	-584612.3159067009
-4163589.060678124	-584601.6402075343
-4163583.806398158	-584587.1972747196
-4163580.322098097	-584590.8303651249
-4163555.4867197005	-584835.8799548538
-4163547.449452465	-586828.2016573027
-4163547.2936051777	-586667.8488448296
-4163547.1266259416	-586507.4964021295
-4163534.135641366	-584623.0698587138
-4163497.4558691494	-584858.796456098
-4163490.0976508083	-586852.4379483609
-4163489.9306715718	-586692.085079992
-4163489.7748242854	-586531.7325814089
-4163477.5296802977	-584645.1702413944
-4163473.188220157	-584632.4488265344
-4163459.5404505865	-584465.5838746156
-4163440.070671646	-584881.4558527775
-4163432.745849151	-586876.6742478695
-4163432.5788699156	-586716.3213235986
-4163432.4230226283	-586555.9687691345
-4163421.1129623638	-584667.1923798055
-4163414.222285884	-584655.3540822034
-4163413.4764452954	-584430.1808775669
-4163397.1347440467	-584441.6949542074
-4163383.18641185	-584903.9252173856
-4163375.3940474954	-586900.8993767176
-4163375.2270682584	-586740.5463965706
-4163375.0600890233	-586580.1937862432
-4163363.171167406	-584689.8069992273
-4163358.295373709	-584677.0855762286
-4163347.330403866	-584814.2490203439
-4163337.4229691853	-584464.957866303
-4163330.855119229	-584353.3160806159
-4163318.0422458383	-586925.1356931227
-4163317.875266602	-586764.7826570709
-4163317.708287366	-586604.4299908548
-4163306.4538868465	-584711.9521180846
-4163301.3554541683	-584699.2083335309
-4163291.6706584697	-584836.4165362603
-4163281.941334974	-584486.5775138064
-4163263.11720908	-584086.335652283
-4163260.6904441817	-586949.3720179799
-4163260.523464945	-586789.0189260234
-4163260.356485709	-586628.6662039141
-4163259.944603593	-584595.5813297834
-4163250.3599954364	-584733.8513111832
-4163248.523223838	-584178.3472568769
-4163244.6827014065	-584721.2193102419
-4163233.3615091923	-584859.6348648198
-4163225.2129224655	-584508.6778532615
-4163214.8156820256	-584104.5680478415
-4163214.381536011	-584015.9213133977
-4163212.8007992427	-584971.2103878363
-4163211.2979861167	-584009.7507000047
-4163203.3275105758	-586973.6083512879
-4163203.2829827787	-584617.63698878
-4163203.1716632885	-586813.25520342
-4163203.004684053	-586652.9024254207
-4163199.8432105137	-583926.7604743026
-4163192.974797932	-584756.2535556464
-4163186.8522259383	-584743.6886232345
-4163184.6814958677	-584027.2564633299
-4163182.1545434273	-584020.9964197476
-4163176.92252736	-584882.1154011878
-4163166.9594329335	-584123.4599893972
-4163153.8459969186	-584994.4846552947
-4163152.287524047	-583944.2550381961
-4163145.97570892	-586997.8446930468
-4163145.8198616314	-584640.0056596855
-4163145.808729683	-586837.4914892674
-4163145.652882396	-586677.1386553706
-4163136.6360036414	-584045.6006299937
-4163135.3113017012	-584778.756416235
-4163134.1647109464	-584039.5082645415
-4163130.068153685	-584765.7443290494
-4163120.6505247634	-584141.6700373065
-4163103.8524136026	-583962.6997908152
-4163096.137972891	-585017.2782417617
-4163088.6906989566	-584063.9000868468
-4163088.6239072625	-587022.0810432569
-4163088.4569280264	-586861.7277835663
-4163088.445796077	-584662.3408015086
-4163088.301080739	-586701.3748937711
-4163086.275066007	-584057.9753996194
-4163078.6719447863	-584800.868027004
-4163072.6829561805	-584788.0347960393
-4163071.2246708507	-584161.478639936
-4163054.9386293483	-583981.3234065798
-4163053.5137398657	-584575.5713867004
-4163040.055213429	-584082.4678363033
-4163039.8882341925	-585039.4905374562
-4163037.773163868	-584076.6884700502
-4163031.2721056063	-587046.317401921
-4163031.1051263693	-586885.964086314
-4163030.9381471337	-586725.6111406175
-4163023.6689843847	-584180.4823836301
-4163021.1308999946	-584823.3373656542
-4163015.520397658	-584810.2470187251
-4163007.382942882	-583999.4328096263
-4163004.722407052	-584948.5397831968
-4162996.6406120197	-584597.7276480424
-4162992.2323601847	-584100.7225881728
-4162989.816727234	-584095.1779722825
-4162981.913043389	-585062.384747974
-4162975.979714529	-584198.7036250893
-4162973.920303949	-587070.5537690376
-4162973.753324713	-586910.2003975124
-4162973.5863454766	-586749.8473959133
-4162964.7809737544	-584845.3260239664
-4162960.317062174	-585005.5181363845
-4162959.315186757	-584017.7322543886
-4162958.5136864237	-584832.3921758122
-4162955.4969282234	-584114.7406311188
-4162954.884671023	-584111.722391971
-4162952.969975782	-584109.3972300473
-4162950.9773568967	-575933.3635872379
-4162947.7156958156	-584972.3841619457
-4162946.1126951487	-584123.6835627002
-4162939.388997905	-584108.4358650451
-4162938.6542892666	-584620.3087087155
-4162934.446412514	-584937.517489917
-4162933.8118914166	-584124.5890345856
-4162930.3275913545	-584118.4072329305
-4162927.9564862004	-584216.2653291771
-4162917.915468131	-584728.7537954843
-4162916.568502292	-587094.790144607
