signal id;x;y;time;signal state
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26170.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26180.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26180.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26180.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26260.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26260.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26260.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26280.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26280.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26290.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26290.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26290.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26370.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26370.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26370.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26390.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26390.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26400.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26400.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26400.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26480.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26480.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26480.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26500.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26500.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26510.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26510.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26510.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26590.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26590.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26590.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26610.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26610.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26620.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26620.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26620.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26700.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26700.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26700.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26720.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26720.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26730.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26730.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26730.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26810.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26810.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26810.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26830.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26830.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26840.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26840.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26840.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26920.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26920.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26920.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;26940.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26940.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;26950.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;26950.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;26950.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27030.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27030.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27030.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27050.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27050.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27060.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27060.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27060.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27140.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27140.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27140.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27160.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27160.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27170.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27170.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27170.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27250.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27250.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27250.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27270.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27270.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27280.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27280.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27280.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27360.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27360.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27360.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27380.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27380.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27390.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27390.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27390.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27470.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27470.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27470.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27490.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27490.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27500.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27500.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27500.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27580.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27580.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27580.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27600.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27600.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27610.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27610.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27610.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27690.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27690.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27690.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27710.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27710.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27720.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27720.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27720.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27800.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27800.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27800.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27820.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27820.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27830.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27830.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27830.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27910.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27910.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27910.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;27930.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27930.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;27940.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;27940.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;27940.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28020.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28020.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28020.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28040.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28040.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28050.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28050.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28050.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28130.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28130.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28130.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28150.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28150.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28160.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28160.0;GREEN
