route,trav_time_mean,wait_time_mean,trav_time_median,wait_time_median,trav_time_sum,wait_time_sum,max_trav_time_dep_time,max_trav_time,min_trav_time_dep_time,min_trav_time,max_wait_time_dep_time,max_wait_time,min_wait_time_dep_time,min_wait_time,trip_count
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,78.58888888888889,23.625,82.25,19.375,471.5333333333333,141.75,16:00:00,88.36666666666666,08:00:00,57.21666666666667,15:00:00,46.516666666666666,08:00:00,14.433333333333334,6
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0 parada_Teatro_Municipal_Dix_Huit_Rosado,50.14848484848485,17.081818181818182,48.983333333333334,11.183333333333334,551.6333333333333,187.9,14:00:00,78.98333333333333,08:00:00,27.0,14:00:00,40.95,11:00:00,1.3333333333333333,11
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Ida_Volta_Linha17,84.0,36.55,84.0,36.55,84.0,36.55,16:00:00,84.0,16:00:00,84.0,16:00:00,36.55,16:00:00,36.55,1
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Ida_Volta_Linha8,71.33333333333333,24.166666666666668,71.33333333333333,24.166666666666668,142.66666666666666,48.333333333333336,05:00:00,87.76666666666667,15:00:00,54.9,05:00:00,40.733333333333334,15:00:00,7.6,2
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Partage_Shopping,75.3,37.229166666666664,75.50833333333333,31.666666666666668,301.2,148.91666666666666,08:00:00,83.03333333333333,16:00:00,67.15,08:00:00,61.13333333333333,16:00:00,24.45,4
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,77.27916666666667,32.13333333333333,78.35833333333332,26.308333333333334,309.1166666666667,128.53333333333333,06:00:00,88.16666666666667,15:00:00,64.23333333333333,06:00:00,60.4,15:00:00,15.516666666666667,4
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Teatro_Municipal_Dix_Huit_Rosado,62.8560606060606,38.81363636363636,63.68333333333333,51.25,691.4166666666666,426.95,13:00:00,87.5,15:00:00,31.483333333333334,12:00:00,59.43333333333333,15:00:00,2.433333333333333,11
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha12,81.67777777777779,31.433333333333337,79.15,31.033333333333335,245.03333333333336,94.30000000000001,11:00:00,89.23333333333333,13:00:00,76.65,11:00:00,36.6,06:00:00,26.666666666666668,3
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha17,54.8,28.03333333333333,48.075,20.983333333333334,219.2,112.13333333333333,16:00:00,84.08333333333333,11:00:00,38.96666666666667,16:00:00,57.25,11:00:00,12.916666666666666,4
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Ida_Volta_Linha8,72.30833333333334,40.141666666666666,70.19166666666666,38.11666666666667,289.23333333333335,160.56666666666666,05:00:00,87.8,07:00:00,61.05,05:00:00,55.583333333333336,07:00:00,28.75,4
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Partage_Shopping,65.18333333333334,35.038333333333334,66.16666666666666,36.141666666666666,651.8333333333334,350.3833333333333,08:00:00,82.98333333333333,12:00:00,47.25,14:00:00,48.2,06:00:00,24.183333333333334,10
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,70.19722222222222,20.108333333333334,67.03333333333333,18.316666666666666,421.18333333333334,120.65,08:00:00,87.3,17:00:00,55.96666666666667,08:00:00,38.6,17:00:00,5.966666666666667,6
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,79.22777777777777,36.77777777777778,79.90833333333333,38.38333333333333,475.3666666666667,220.66666666666666,15:00:00,89.85,09:00:00,65.93333333333334,15:00:00,43.35,09:00:00,25.566666666666666,6
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Rua_da_Pitomba_Volta0,82.41666666666667,52.93333333333333,82.41666666666667,52.93333333333333,82.41666666666667,52.93333333333333,11:00:00,82.41666666666667,11:00:00,82.41666666666667,11:00:00,52.93333333333333,11:00:00,52.93333333333333,1
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Teatro_Municipal_Dix_Huit_Rosado,39.42666666666666,15.114444444444445,31.766666666666666,8.783333333333333,591.4,226.71666666666667,19:00:00,89.03333333333333,16:00:00,21.8,19:00:00,53.733333333333334,09:00:00,3.783333333333333,15
parada_Rua_da_Pitomba_Volta0 parada_Ida_Volta_Linha17,49.666666666666664,8.066666666666666,49.666666666666664,8.066666666666666,49.666666666666664,8.066666666666666,12:00:00,49.666666666666664,12:00:00,49.666666666666664,12:00:00,8.066666666666666,12:00:00,8.066666666666666,1
parada_Rua_da_Pitomba_Volta0 parada_Partage_Shopping,47.266666666666666,8.616666666666667,47.266666666666666,8.616666666666667,47.266666666666666,8.616666666666667,12:00:00,47.266666666666666,12:00:00,47.266666666666666,12:00:00,8.616666666666667,12:00:00,8.616666666666667,1
parada_Rua_da_Pitomba_Volta0 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,78.38333333333334,13.716666666666667,78.38333333333334,13.716666666666667,78.38333333333334,13.716666666666667,12:00:00,78.38333333333334,12:00:00,78.38333333333334,12:00:00,13.716666666666667,12:00:00,13.716666666666667,1
parada_Rua_da_Pitomba_Volta0 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,77.93333333333334,21.716666666666665,77.93333333333334,21.716666666666665,77.93333333333334,21.716666666666665,12:00:00,77.93333333333334,12:00:00,77.93333333333334,12:00:00,21.716666666666665,12:00:00,21.716666666666665,1
parada_Rua_da_Pitomba_Volta0 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,68.74166666666666,17.925,68.74166666666666,17.925,137.48333333333332,35.85,06:00:00,76.31666666666666,12:00:00,61.166666666666664,06:00:00,24.35,12:00:00,11.5,2
parada_Rua_da_Pitomba_Volta0 parada_Teatro_Municipal_Dix_Huit_Rosado,51.266666666666666,11.316666666666666,51.266666666666666,11.316666666666666,102.53333333333333,22.633333333333333,06:00:00,60.18333333333333,12:00:00,42.35,06:00:00,18.3,12:00:00,4.333333333333333,2
