route,trav_time_mean,wait_time_mean,trav_time_median,wait_time_median,trav_time_sum,wait_time_sum,max_trav_time_dep_time,max_trav_time,min_trav_time_dep_time,min_trav_time,max_wait_time_dep_time,max_wait_time,min_wait_time_dep_time,min_wait_time,trip_count
parada_Ida_Volta_Linha12 parada_Partage_Shopping,52.58333333333333,10.924999999999999,52.58333333333333,10.924999999999999,105.16666666666666,21.849999999999998,11:00:00,55.983333333333334,18:00:00,49.18333333333333,11:00:00,15.233333333333333,18:00:00,6.616666666666666,2
parada_Ida_Volta_Linha12 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,65.1,9.483333333333333,65.1,9.483333333333333,65.1,9.483333333333333,18:00:00,65.1,18:00:00,65.1,18:00:00,9.483333333333333,18:00:00,9.483333333333333,1
parada_Ida_Volta_Linha12 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,73.7,18.433333333333334,73.7,18.433333333333334,73.7,18.433333333333334,11:00:00,73.7,11:00:00,73.7,11:00:00,18.433333333333334,11:00:00,18.433333333333334,1
parada_Ida_Volta_Linha12 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,60.266666666666666,13.416666666666666,60.266666666666666,13.416666666666666,60.266666666666666,13.416666666666666,11:00:00,60.266666666666666,11:00:00,60.266666666666666,11:00:00,13.416666666666666,11:00:00,13.416666666666666,1
parada_Ida_Volta_Linha12 parada_Rua_da_Pitomba_Volta0,82.08333333333333,39.6,82.08333333333333,39.6,82.08333333333333,39.6,11:00:00,82.08333333333333,11:00:00,82.08333333333333,11:00:00,39.6,11:00:00,39.6,1
parada_Ida_Volta_Linha12 parada_Teatro_Municipal_Dix_Huit_Rosado,51.84166666666667,20.7375,50.650000000000006,18.358333333333334,207.36666666666667,82.95,12:00:00,73.93333333333334,11:00:00,32.13333333333333,12:00:00,41.55,18:00:00,4.683333333333334,4
parada_Ida_Volta_Linha17 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,81.36666666666666,43.833333333333336,81.36666666666666,43.833333333333336,81.36666666666666,43.833333333333336,11:00:00,81.36666666666666,11:00:00,81.36666666666666,11:00:00,43.833333333333336,11:00:00,43.833333333333336,1
parada_Ida_Volta_Linha17 parada_Rua_da_Pitomba_Volta0,82.45,57.38333333333333,82.45,57.38333333333333,82.45,57.38333333333333,11:00:00,82.45,11:00:00,82.45,11:00:00,57.38333333333333,11:00:00,57.38333333333333,1
parada_Ida_Volta_Linha17 parada_Teatro_Municipal_Dix_Huit_Rosado,75.0875,46.03333333333333,75.60833333333333,47.93333333333334,300.35,184.13333333333333,06:00:00,79.31666666666666,11:00:00,69.81666666666666,06:00:00,52.766666666666666,17:00:00,35.5,4
parada_Ida_Volta_Linha19 parada_Ida_Volta_Linha8,61.11666666666667,9.783333333333333,61.11666666666667,9.783333333333333,61.11666666666667,9.783333333333333,07:00:00,61.11666666666667,07:00:00,61.11666666666667,07:00:00,9.783333333333333,07:00:00,9.783333333333333,1
parada_Ida_Volta_Linha19 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,63.2,10.666666666666666,63.2,10.666666666666666,63.2,10.666666666666666,07:00:00,63.2,07:00:00,63.2,07:00:00,10.666666666666666,07:00:00,10.666666666666666,1
parada_Ida_Volta_Linha19 parada_Teatro_Municipal_Dix_Huit_Rosado,40.03333333333333,0.26666666666666666,40.03333333333333,0.26666666666666666,40.03333333333333,0.26666666666666666,07:00:00,40.03333333333333,07:00:00,40.03333333333333,07:00:00,0.26666666666666666,07:00:00,0.26666666666666666,1
parada_Ida_Volta_Linha8 parada_Ida_Volta_Linha12,82.83333333333333,21.683333333333334,82.83333333333333,21.683333333333334,165.66666666666666,43.36666666666667,11:00:00,89.11666666666666,13:00:00,76.55,13:00:00,23.383333333333333,11:00:00,19.983333333333334,2
parada_Ida_Volta_Linha8 parada_Partage_Shopping,47.05833333333334,14.208333333333334,47.05833333333334,14.208333333333334,94.11666666666667,28.416666666666668,11:00:00,56.03333333333333,13:00:00,38.083333333333336,13:00:00,15.15,11:00:00,13.266666666666667,2
parada_Ida_Volta_Linha8 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,67.46666666666667,18.316666666666666,67.46666666666667,18.316666666666666,67.46666666666667,18.316666666666666,13:00:00,67.46666666666667,13:00:00,67.46666666666667,13:00:00,18.316666666666666,13:00:00,18.316666666666666,1
parada_Ida_Volta_Linha8 parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,81.91666666666667,34.95,81.91666666666667,34.95,81.91666666666667,34.95,13:00:00,81.91666666666667,13:00:00,81.91666666666667,13:00:00,34.95,13:00:00,34.95,1
parada_Ida_Volta_Linha8 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,50.88333333333333,15.375,50.88333333333333,15.375,101.76666666666667,30.75,11:00:00,60.3,13:00:00,41.46666666666667,13:00:00,20.016666666666666,11:00:00,10.733333333333333,2
parada_Ida_Volta_Linha8 parada_Rua_da_Pitomba_Volta0,82.3,36.266666666666666,82.3,36.266666666666666,82.3,36.266666666666666,11:00:00,82.3,11:00:00,82.3,11:00:00,36.266666666666666,11:00:00,36.266666666666666,1
parada_Ida_Volta_Linha8 parada_Teatro_Municipal_Dix_Huit_Rosado,56.73333333333333,14.650000000000002,58.34166666666667,12.266666666666666,226.9333333333333,58.60000000000001,12:00:00,85.11666666666666,13:00:00,25.133333333333333,12:00:00,32.31666666666667,13:00:00,1.75,4
