route,trav_time_mean,wait_time_mean,trav_time_median,wait_time_median,trav_time_sum,wait_time_sum,max_trav_time_dep_time,max_trav_time,min_trav_time_dep_time,min_trav_time,max_wait_time_dep_time,max_wait_time,min_wait_time_dep_time,min_wait_time,trip_count
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,60.71566951566952,13.251851851851852,59.13333333333333,14.216666666666667,7103.733333333334,1550.4666666666667,16:12:00,78.0,14:55:00,49.95,11:08:00,22.083333333333332,06:24:00,1.3833333333333333,117
parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0 parada_Teatro_Municipal_Dix_Huit_Rosado,38.9834388185654,9.944409282700422,31.066666666666666,4.833333333333334,6159.383333333333,1571.2166666666667,18:37:00,86.48333333333333,08:03:00,25.166666666666668,17:28:00,52.7,18:18:00,0.43333333333333335,158
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Ida_Volta_Linha8,79.00641025641025,42.76025641025641,85.45,39.233333333333334,1027.0833333333333,555.8833333333333,05:01:00,89.08333333333333,22:33:00,39.36666666666667,14:30:00,61.28333333333333,22:32:00,3.433333333333333,13
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Rua_Expedicionario_Claudionor_Amancio_de_Oliveira_Ida0,44.608333333333334,3.675,44.608333333333334,3.675,89.21666666666667,7.35,22:32:00,45.11666666666667,22:33:00,44.1,22:33:00,3.9166666666666665,22:32:00,3.433333333333333,2
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,80.89166666666667,40.82083333333333,84.025,58.16666666666667,647.1333333333333,326.56666666666666,09:11:00,89.08333333333333,22:33:00,70.23333333333333,09:11:00,62.85,22:32:00,3.4166666666666665,8
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5 parada_Teatro_Municipal_Dix_Huit_Rosado,57.8421568627451,45.12352941176471,60.75,54.95,1966.6333333333334,1534.2,07:02:00,62.78333333333333,22:33:00,23.15,07:02:00,56.666666666666664,22:32:00,1.5833333333333333,34
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0 parada_Teatro_Municipal_Dix_Huit_Rosado,76.87545787545788,50.69761904761905,78.28333333333333,51.85,6995.666666666667,4613.483333333334,06:48:00,89.96666666666667,05:08:00,52.36666666666667,06:48:00,66.45,05:08:00,28.983333333333334,91
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha12,44.747368421052634,4.6570175438596495,45.06666666666667,3.7333333333333334,850.2,88.48333333333333,06:27:00,53.916666666666664,06:46:00,35.35,06:27:00,11.766666666666667,06:46:00,0.06666666666666667,19
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha17,51.86333333333333,17.267333333333333,53.333333333333336,16.466666666666665,1296.5833333333333,431.68333333333334,16:20:00,65.13333333333334,16:49:00,36.05,16:20:00,26.833333333333332,16:44:00,9.25,25
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha19,55.07435897435898,24.81153846153846,55.13333333333333,25.516666666666666,715.9666666666667,322.55,05:40:00,64.96666666666667,05:57:00,48.233333333333334,05:45:00,30.283333333333335,05:57:00,18.616666666666667,13
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Ida_Volta_Linha8,45.52777777777778,12.219219219219218,36.15,5.783333333333333,5053.583333333333,1356.3333333333333,20:39:00,89.53333333333333,18:36:00,26.35,20:39:00,51.36666666666667,22:43:00,0.26666666666666666,111
parada_Teatro_Municipal_Dix_Huit_Rosado parada_Partage_Shopping,64.90925925925926,41.709259259259255,64.6,41.35,584.1833333333333,375.3833333333333,05:40:00,70.83333333333333,05:50:00,60.88333333333333,05:43:00,45.28333333333333,05:50:00,38.61666666666667,9
